source_type,source_title,source_url,year_or_volume,subject,question_no,question_type,stem,option_A,option_B,option_C,option_D,correct_answer,explanation,knowledge_tags,options
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,组成原理,19,choice,"下列选项中，不会引起指令流水线阻塞的是（ ）。
流水线冒险",数据旁路（转发）,数据相关,条件转移,资源冲突,A,"采用流水线方式，相邻或相近的两条指令可能会因为存在某种关联，后一条指令不能按照原指定的时钟周期运行，从而使流水线断流。有三种
相关
可能引起指令流水线阻塞：①结构相关，又称资源相关；②数据相关；③控制相关，主要由转移指令引起。
数据
旁路转发
，其主要思想是不必待某条指令的执行结果送回到寄存器，再从寄存器中取出该结果，作为下一条指令的源操作数，而是直接将执行结果送到其他指令所需要的地方，这样可以使流水线不发生停顿。",流水线冒险；相关；旁路转发；组成原理>流水线冒险,"{""A"": ""数据旁路（转发）"", ""B"": ""数据相关"", ""C"": ""条件转移"", ""D"": ""资源冲突""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,组成原理,20,choice,"下列选项中的英文缩写均为总线标准的是（ ）。
总线类型",PCI、CRT、USB、EISA,ISA、CPI、VESA、EISA,ISA、SCSI、RAM、MIPS,ISA、EISA、PCI、PCI-Express,D,"常见总线标准
有：ISA、EISA、VESA、PCI、PCI-Express、AGP、USB、RS-232C 等。A 中的 CRT 是纯平显示器；B 中的 CPI 是每条指令的时钟周期数；C 中的 RAM 是半导体随机存储器、MIPS 是每秒执行多少百万条指令数。",总线类型；常见总线标准；组成原理>总线类型,"{""A"": ""PCI、CRT、USB、EISA"", ""B"": ""ISA、CPI、VESA、EISA"", ""C"": ""ISA、SCSI、RAM、MIPS"", ""D"": ""ISA、EISA、PCI、PCI-Express""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,组成原理,21,choice,"单级中断系统中，中断服务程序内的执行顺序是（ ）。
I 保护现场 II 开中断
III 关中断 IV 保存断点
V 中断事件处理 VI 恢复现场 VII 中断返回
中断IO",I→V→VI→II→VII,III→I→V→VII,III→IV→V→VI→VII,IV→I→V→VI→VI,A,"在
单级中断系统
中，不允许中断嵌套。中断处理过程为：①关中断；②保存断点；③识别中断源；④保存现场；⑤中断事件处理；⑥恢复现场；⑦开中断；⑧中断返回。其中，①
③由硬件完成，④
⑧由中断服务程序完成，故选 A。
【排除法】选项 B、C、D 的第一个任务（保存断点或关中断）都是由中断隐指令完成的，即由硬件直接执行，与中断服务程序无关。",中断IO；单级中断系统；组成原理>中断IO,"{""A"": ""I→V→VI→II→VII"", ""B"": ""III→I→V→VII"", ""C"": ""III→IV→V→VI→VII"", ""D"": ""IV→I→V→VI→VI""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,组成原理,22,choice,"假定一台计算机的显示存储器用 DRAM 芯片实现，若要求显示分辨率为 1600*1200，颜色深度为 24 位，帧频为 85HZ，显存总带宽的 50% 用来刷新屏幕，则需要的显存总带宽至少约为（ ）。
存储器概念",245Mbps,979Mbps,1958Mbps,7834Mbps,D,刷新所需带宽 = 分辨率×色深×帧频 = 1600×1200×24bit×85Hz = 3916.8Mbps，显存总带宽的 50% 用来刷屏，于是需要的显存总带宽为 3916.8Mbps/0.5 = 7833.6Mbps ≈ 7834Mbps。,存储器概念；组成原理>存储器概念,"{""A"": ""245Mbps"", ""B"": ""979Mbps"", ""C"": ""1958Mbps"", ""D"": ""7834Mbps""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,23,choice,"下列选项中，操作系统提供给应用程序的接口是（ ）。
操作系统概念",系统调用,中断,库函数,原语,A,操作系统提供的接口主要有两类：命令接口和系统调用。系统调用是能完成特定功能的子程序，当应用程序请求操作系统提供某种服务时，便调用具有相应功能的系统调用。库函数则是高级语言中提供的与系统调用对应的函数（也有些库函数与系统调用无关），目的是隐藏访管指令的细节，使系统调用更为方便、抽象。但要注意，库函数属于用户程序而非系统调用，是系统调用的上层。,操作系统概念；操作系统>操作系统概念,"{""A"": ""系统调用"", ""B"": ""中断"", ""C"": ""库函数"", ""D"": ""原语""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,24,choice,"下列选项中，导致创建新进程的操作是（ ）。
I.用户登录成功 II.设备分配 III.启动程序执行
进程概念",仅 I 和 II,仅 II 和 III,仅 I 和 III,I、II 和 III,C,引起进程创建的事件有：用户登录、作业调度、提供服务、应用请求等。I. 用户登录成功后，系统要为此创建一个用户管理的进程，包括用户桌面、环境等。所有的用户进程会在该进程下创建和管理。II. 设备分配是通过在系统中设置相应的数据结构实现的，不需要创建进程。III. 启动程序执行是典型的引起创建进程的事件。,进程概念；操作系统>进程概念,"{""A"": ""仅 I 和 II"", ""B"": ""仅 II 和 III"", ""C"": ""仅 I 和 III"", ""D"": ""I、II 和 III""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,25,choice,"设与某资源关联的信号量初值为 3，当前值为 1。若 M 表示该资源的可用个数，N 表示等待该资源的进程数，则 M、N 分别是（ ）。
信号量",0、1,1、0,1、2,2、0,B,"信号量
表示相关资源的当前可用数量。当信号量 K>0 时，表示还有 K 个相关资源可用，所以该资源的可用个数是 1。而当信号量 K<0 时，表示有 |K| 个进程在等待该资源。由于资源有剩余，可见没有其他进程等待使用该资源，故进程数为 0。",信号量；操作系统>信号量,"{""A"": ""0、1"", ""B"": ""1、0"", ""C"": ""1、2"", ""D"": ""2、0""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,26,choice,"下列选项中，降低进程优先级的合理时机是（ ）。
处理机调度算法",进程时间片用完,进程刚完成 I/O 操作，进入就绪队列,进程长期处于就绪队列,进程从就绪状态转为运行状态,A,进程时间片用完，可降低其优先级以让别的进程被调度进入执行状态。B 选项中进程刚完成 I/O，进入就绪队列等待被处理机调度，为了让其尽快处理 I/O 结果，故应提高优先权。C 选项中进程长期处于就绪队列，为不至于产生饥饿现象，也应适当提高优先级。D 选项中进程的优先级不应该在此时降低，而应在时间片用完后再降低。,处理机调度算法；操作系统>处理机调度算法,"{""A"": ""进程时间片用完"", ""B"": ""进程刚完成 I/O 操作，进入就绪队列"", ""C"": ""进程长期处于就绪队列"", ""D"": ""进程从就绪状态转为运行状态""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,27,choice,"进程
P
0
​
和
P
1
​
的共享变量定义及其初值为
boolean
flag
[
2
];
int
turn
=
0
;
flag
[
0
]
=
FALSE
;
flag
[
1
]
=
FALSE
;
若进程
P
0
​
和
P
1
​
访问临界资源的类 C 伪代码实现如下：
进程 P0
void
P0
()
{
while
(
TRUE
)
{
flag
[
0
]
=
TRUE
;
turn
=
1
;
while
(
flag
[
1
]
&&
(
turn
==
1
));
临界区；
flag
[
0
]
=
FALSE
;
}
}
进程 P1
void
P1
()
{
while
(
TRUE
)
{
flag
[
1
]
=
TRUE
;
turn
=
0
;
while
(
flag
[
0
]
&&
(
turn
==
0
));
临界区；
flag
[
1
]
=
FALSE
;
}
}
则并发执行进程
P
0
​
和
P
1
​
时产生的情形是（ ）。
软件互斥算法",不能保证进程互斥进入临界区，会出现“饥饿”现象,不能保证进程互斥进入临界区，不会出现“饥饿”现象,能保证进程互斥进入临界区，会出现“饥饿”现象,能保证进程互斥进入临界区，不会出现“饥饿”现象,D,"这是
Peterson 算法
的实际实现，保证进入临界区的进程合理安全。该算法为了防止两个进程为进入临界区而无限期等待，设置变量 u，表示不允许进入临界区的编号，每个进程在先设置自己标志后再设置 u 标志，不允许另一个进程进入，这时，再同时检测另一个进程状态标志和不允许进入表示，这样可以保证当两个进程同时要求进入临界区时只允许一个进程进入临界区。保存的是较晚的一次赋值，因此较晚的进程等待，较早的进程进入。先到先入，后到等待，从而完成临界区访问的要求。
其实这里可以想象为两个人进门，每个人进门前都会和对方客套一句“你先走”。如果进门时没别人，就当和空气说句废话，然后大步登门入室；如果两人同时进门，就互相请先，但各自只客套一次，所以先客套的人请完对方，就等着对方请自己，然后光明正大地进门。",软件互斥算法；Peterson 算法；操作系统>软件互斥算法,"{""A"": ""不能保证进程互斥进入临界区，会出现“饥饿”现象"", ""B"": ""不能保证进程互斥进入临界区，不会出现“饥饿”现象"", ""C"": ""能保证进程互斥进入临界区，会出现“饥饿”现象"", ""D"": ""能保证进程互斥进入临界区，不会出现“饥饿”现象""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,29,choice,"某计算机采用二级页表的分页存储管理方式，按字节编址，页大小为
2
10
B，页表项大小为 2B，逻辑地址结构为
| 页目录号 | 页号 |页内偏移量 |
。逻辑地址空间大小为
2
16
页，则表示整个逻辑地址空间的页目录表中包含表项的个数至少是（）。
页表",64,128,256,512,B,"页大小为
2
10
B，页表项大小为 2B，故一页可以存放
2
9
个页表项，逻辑地址空间大小为
2
16
页，即共需
2
16
个页表项，则需要
2
16
/
2
9
=
2
7
=
128
个页面保存页表项，即页目录表中包含表项的个数至少是
128
。",页表；操作系统>页表,"{""A"": ""64"", ""B"": ""128"", ""C"": ""256"", ""D"": ""512""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,30,choice,"设文件索引结点中有 7 个地址项，其中 4 个地址项是直接地址索引，2 个地址项是一级间接地址索引，1 个地址项是二级间接地址索引，每个地址项大小为 4B，若磁盘索引块和磁盘数据块大小均为 256B，则可表示的单个文件最大长度是（）。
文件物理结构",33KB,519KB,1057KB,1651KB,C,"每个磁盘索引块和磁盘数据块大小均为 256B，每个磁盘索引块有 256/4=64 个地址项。因
此，4 个直接地址索引指向的数据块大小为 4×256B;2 个一级间接索引包含的直接地址索引数
为 2×(256/4)，即其指向的数据块大小为 2×(256/4)×256B。1 个二级间接索引所包含的直接地址
索引数为 (256/4)×(256/4)，即其所指向的数据块大小为 (256/4)×(256/4)×256B。即 7 个地址项所
指向的数据块总大小为 4×256+2×(256/4)×256+(256/4)×(256/4)×256=1082368B=1057KB。",文件物理结构；操作系统>文件物理结构,"{""A"": ""33KB"", ""B"": ""519KB"", ""C"": ""1057KB"", ""D"": ""1651KB""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,31,choice,"设置当前工作目录的的主要目的是（ ）。
目录",节省外存空间,节省内存空间,加快文件的检索速度,加快文件的读/写速度,C,当一个文件系统含有多级目录时，每访问一个文件，都要使用从树根开始到树叶为止、包括各中间结点名的全路径名。当前目录又称工作目录，进程对各个文件的访问都相对于当前目录进行，而不需要从根目录一层一层的检索，加快了文件的检索速度。选项 A 和 B 都与相对目录无关；选项 D，文件的读/写速度取决于磁盘的性能。,目录；操作系统>目录,"{""A"": ""节省外存空间"", ""B"": ""节省内存空间"", ""C"": ""加快文件的检索速度"", ""D"": ""加快文件的读/写速度""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,操作系统,32,choice,"本地用户通过键盘登录系统时，首先获得键盘输入信息的程序是（ ）。
中断IO",命令解释程序,中断处理程序,系统调用服务程序,用户登录程序,B,"键盘是典型的通过
中断 I/O 方式
工作的外设，当用户输入信息时，计算机响应中断并通过中断处理程序获得输入信息。",中断IO；中断 I/O 方式；组成原理>中断IO,"{""A"": ""命令解释程序"", ""B"": ""中断处理程序"", ""C"": ""系统调用服务程序"", ""D"": ""用户登录程序""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,33,choice,"下列选项中，不属于网络体系结构所描述的内容是（ ）。
网络体系结构",网络的层次,每一层使用的协议,协议的内部实现细节,每一层必须完成的功能,C,计算机网络的各层及其协议的集合称为体系结构，分层就涉及对各层功能的划分，因此 A、B、D 正确。体系结构是抽象的，它不包括各层协议的具体实现细节。《计算机网络》中在讲解网络层次时，仅有讲各层的协议和功能，而内部实现细节没有提及。内部实现细节是由具体设备厂家来确定的。,网络体系结构；计算机网络>网络体系结构,"{""A"": ""网络的层次"", ""B"": ""每一层使用的协议"", ""C"": ""协议的内部实现细节"", ""D"": ""每一层必须完成的功能""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,35,choice,"某自治系统采用 RIP 协议，若该自治系统内的路由器 R1 收到其邻居路由器 R2 的距离矢量中包含信息<net1,16>，则可能得出的结论是 ( )。
路由协议",R2 可以经过 R1 到达 net1，跳数为 17,R2 可以到达 net1，跳数为 16,R1 可以经过 R2 到达 net1，跳数为 17,R1 不能经过 R2 到达 net1,D,"R1 在收到信息并更新路由表后，若需要经过 R2 到达 net1，则其跳数为 17，由于距离为 16 表示
不可达
，因此 R1 不能经过 R2 到达 net1，R2 也不可能到达 net1。B、C 错误，D 正确。而题目中并未给出 R1 向 R2 发送的信息，因此 A 也不正确。",路由协议；不可达；计算机网络>路由协议,"{""A"": ""R2 可以经过 R1 到达 net1，跳数为 17"", ""B"": ""R2 可以到达 net1，跳数为 16"", ""C"": ""R1 可以经过 R2 到达 net1，跳数为 17"", ""D"": ""R1 不能经过 R2 到达 net1""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,36,choice,"若路由器 R 因为拥塞丢弃 IP 分组，则此时 R 可向发出该 IP 分组的源主机发送的 ICMP 报文类型是（ ）。
ICMP",路由重定向,目的不可达,源点抑制,超时,C,"ICMP
差错报文
报文有 5 种：终点不可达、源点抑制、时间超过、参数问题、改变路由（重定向），其中源点抑制是当路由器或主机由于拥塞而丢弃数据报时，就向源点发送源点抑制报文，使源点知道应当把数据报的发送速率放慢。",ICMP；差错报文；计算机网络>ICMP,"{""A"": ""路由重定向"", ""B"": ""目的不可达"", ""C"": ""源点抑制"", ""D"": ""超时""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,37,choice,"某网络的 IP 地址空间为 192.168.5.0/24，采用定长子网划分，子网掩码为 255.255.255.248，则该网络中的最大子网个数、每个子网内的最大可分配地址个数分别是（ ）。
子网划分","32, 8","32, 6","8, 32","8, 30",B,"由于该网络的 IP 地址为 192.168.5.0/24，网络号为前 24 位，后 8 位为子网号 + 主机号。
子网掩码
为 255.255.255.248，第 4 个字节 248 转换成二进制为 11111000，因此后 8 位中，前 5 位用于子网号，在 CIDR 中可以表示
2
5
=
32
个子网；后 3 位用于主机号，除去全 0 和全 1 的情况，可以表示
2
3
−
2
=
6
个主机地址。",子网划分；子网掩码；计算机网络>子网划分,"{""A"": ""32, 8"", ""B"": ""32, 6"", ""C"": ""8, 32"", ""D"": ""8, 30""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,38,choice,"下列网络设备中，能够抑制广播风暴的是（ ）。
I. 中继器 II. 集线器 III. 网桥 IV. 路由器
网络设备",仅 I 和 II,仅 III,仅 III 和 IV,仅 IV,D,"参考
网络设备对比
，中继器和集线器工作在物理层，既不隔离冲突域也不隔离广播域。为了解决冲突域的问题，人们利用网桥和交换机来分隔互联网的各个网段中的通信量，建立多个分离的冲突域，但当网桥和交换机接收到一个未知转发信息的数据帧时，为了保证该帧能被目的结点正确接收，将该帧从所有的端口广播出去，可以看出网桥和交换机的冲突域等于端口个数，广播域为 1。路由器工作在网络层，既隔离冲突域，也隔离广播域。
【提示】广播风暴产生于网络层，因此只有网络层设备才能抑制。链路层设备和物理层设备对网络层的数据包是透明传输，对是否为广播报文是不可知的。",网络设备；网络设备对比；计算机网络>网络设备,"{""A"": ""仅 I 和 II"", ""B"": ""仅 III"", ""C"": ""仅 III 和 IV"", ""D"": ""仅 IV""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,39,choice,"主机甲和主机乙之间已建立了一个 TCP 连接，TCP 最大段长度为 1000 字节。若主机甲的当前拥塞窗口为 4000 字节，在主机甲向主机乙连续发送两个最大段后，成功收到主机乙发送的第一个段的确认段，确认段中通告的接收窗口大小为 2000 字节，则此时主机甲还可以向主机乙发送的最大字节数是（ ）。
TCP拥塞控制",1000,2000,3000,4000,A,"发送窗口大小
的上限值取接收方窗口和拥塞窗口这两个值中较小的一个，于是此时发送方的发送窗口为 min{4000,2000}=2000B。由于发送方还没有收到第二个最大段的确认，所以此时甲还可以向乙发送的最大字节数为 2000-1000=1000B。",TCP拥塞控制；发送窗口大小；计算机网络>TCP拥塞控制,"{""A"": ""1000"", ""B"": ""2000"", ""C"": ""3000"", ""D"": ""4000""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,计算机网络,40,choice,"如果本地域名服务器无缓存，当采用递归方法解析另一网络某主机域名时，用户主机、本地域名服务器发送的域名请求消息数分别为（ ）。
DNS",一条、一条,一条、多条,多条、一条,多条、多条,A,"当采用
递归查询
时，如果主机所询问的本地域名服务器不知道被查询域名的 IP 地址，那么本地域名服务器就以 DNS 客户的身份，向其他根域名服务器继续发出查询请求报文，而不是让该主机自己进行下一步的查询。因此，这种方法用户主机和本地域名服务器发送的域名请求条数均为 1 条。因此选 A。",DNS；递归查询；计算机网络>DNS,"{""A"": ""一条、一条"", ""B"": ""一条、多条"", ""C"": ""多条、一条"", ""D"": ""多条、多条""}"
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,数据结构,41,open,"将关键字序列 ⟨7,8,30,11,18,9,14⟩ 散列存储到散列表中。散列表的存储空间是一个下标从 0 开始的一维数组，散列函数为 H(key)=(key×3)mod7 ，处理冲突采用线性探测再散列法，要求装填（载）因子为 0.7 。
(1) 请画出所构造的散列表。
(2) 分别计算等概率情况下查找成功和查找不成功的平均查找长度。
散列表
平均查找长度

1）由装载因子为 0.7, 数据总数为 7, 得一维数组大小为 7/0.7= 10, 数组下标为 0~9。所构造的散列函数值见下表。
key
7
8
30
11
18
9
14
H(key)
0
3
6
5
5
6
0
采用线性探测再散列法处理冲突，所构造的散列表见下表。
地址
0
1
2
3
4
5
6
7
8
9
关键词
7
14
8
11
30
18
9
2）查找成功时，是根据每个元素查找次数来计算平均长度的，在等概率的情况下，各关键字的查找次数见下表。
key
7
8
30
11
18
9
14
次数
1
1
1
1
3
3
2
ASL
成功
​
= 查找次数/元素个数 = (1 + 2 + 1 + 1 + 1 + 3 + 3)/7= 12/7。
这里要特别防止惯性思维。查找失败时，是根据查找失败位置计算平均次数，根据散列函数 mod7，初始只可能在 0
6 的位置。等概率情况下，查找 0
6 位置查找失败的查找次数见下表。
H(key)
0
1
2
3
4
5
6
次数
3
2
1
2
1
5
4
ASL
不成功
​
= 查找次数/散列后地址个数 = (3 + 2 + 1 + 2 + 1 + 5 + 4)/7= 18/7。

if(typeof window.quizDB==""undefined""){class e{constructor(){this.dbName=""QuizCollectionsDB"",this.storeName=""quizzes"",this.version=1,this.db=null}async init(){return new Promise((e,t)=>{const n=indexedDB.open(this.dbName,this.version);n.onerror=()=>t(n.error),n.onsuccess=()=>{this.db=n.result,e(this.db)},n.onupgradeneeded=e=>{const t=e.target.result;if(!t.objectStoreNames.contains(this.storeName)){const e=t.createObjectStore(this.storeName,{keyPath:""id""});e.createIndex(""collectedAt"",""collectedAt"",{unique:!1}),e.createIndex(""tags"",""tags"",{unique:!1,multiEntry:!0}),e.createIndex(""type"",""type"",{unique:!1})}}})}async add(e){return this.db||await this.init(),new Promise((t,n)=>{const o=this.db.transaction([this.storeName],""readwrite""),i=o.objectStore(this.storeName),s=i.add(e);s.onsuccess=()=>t(s.result),s.onerror=()=>n(s.error)})}async remove(e){return this.db||await this.init(),new Promise((t,n)=>{const o=this.db.transaction([this.storeName],""readwrite""),i=o.objectStore(this.storeName),s=i.delete(e);s.onsuccess=()=>t(s.result),s.onerror=()=>n(s.error)})}async get(e){return this.db||await this.init(),new Promise((t,n)=>{const o=this.db.transaction([this.storeName],""readonly""),i=o.objectStore(this.storeName),s=i.get(e);s.onsuccess=()=>t(s.result),s.onerror=()=>n(s.error)})}async getAll(){return this.db||await this.init(),new Promise((e,t)=>{const s=this.db.transaction([this.storeName],""readonly""),o=s.objectStore(this.storeName),n=o.getAll();n.onsuccess=()=>e(n.result),n.onerror=()=>t(n.error)})}async getAllIds(){return this.db||await this.init(),new Promise((e,t)=>{const s=this.db.transaction([this.storeName],""readonly""),o=s.objectStore(this.storeName),n=o.getAllKeys();n.onsuccess=()=>e(n.result),n.onerror=()=>t(n.error)})}}window.quizDB=new e}function toggleSolutionDetail(e,t){const n=document.getElementById(""solution-""+t);n&&(n.style.display===""none""||n.style.display===""""?(n.style.display=""block"",e.textContent=""隐藏答案与解析""):(n.style.display=""none"",e.textContent=""查看答案与解析""))}async function collectAnswerQuiz(e,t){const s=document.getElementById(""quiz-""+e);if(!s)return;let n=s.previousElementSibling;const a=[];let o="""";for(;n&&n.tagName!==""H5"";)a.unshift(n),n=n.previousElementSibling;n&&n.tagName===""H5""&&(o=n.innerText.trim());const i=a.map(e=>{const t=e.cloneNode(!0);return t.querySelectorAll(""button, script, style"").forEach(e=>e.remove()),t.outerHTML.trim()}).filter(e=>e.length>0),r=document.getElementById(""solution-""+e);let c="""";if(r){const e=r.cloneNode(!0);e.querySelectorAll(""button, script, style"").forEach(e=>e.remove()),c=e.innerHTML.trim()}const l=s.dataset.pageUrl,d=getSubjectFromUrl(l),u={id:e,type:""answer"",quizNumber:o,question:i.length>0?i:[""题目""],questionText:i.map(e=>{const t=document.createElement(""div"");return t.innerHTML=e,t.textContent.trim()}).join(`
`),answer:"""",explanation:c,tags:s.dataset.tags,subject:d,pageUrl:s.dataset.pageUrl+`/#${o}`,pageTitle:s.dataset.pageTitle+` 第 ${o} 题`,collectedAt:(new Date).toISOString()};try{const n=await window.quizDB.get(e);n?(await window.quizDB.remove(e),t.classList.remove(""collected""),t.innerHTML='<i class=""fa-regular fa-bookmark""></i> 收藏',t.title=""收藏此题"",showNotification(""已取消收藏"")):(await window.quizDB.add(u),t.classList.add(""collected""),t.innerHTML='<i class=""fa-solid fa-bookmark""></i> 已收藏',t.title=""取消收藏"",showNotification(""已添加到收藏""))}catch(e){console.error(""Error managing answer quiz collection:"",e),showNotification(""操作失败，请重试"")}}if(document.addEventListener(""DOMContentLoaded"",async function(){try{await window.quizDB.init();const e=await window.quizDB.getAllIds();document.querySelectorAll("".answer-container .collect-btn"").forEach(t=>{const n=t.closest("".answer-container"");n&&e.includes(n.id.replace(""quiz-"",""""))&&(t.classList.add(""collected""),t.innerHTML='<i class=""fa-solid fa-bookmark""></i> 已收藏',t.title=""取消收藏"")})}catch(e){console.error(""Error initializing answer quiz collections:"",e)}}),!document.getElementById(""quiz-animations"")){const e=document.createElement(""style"");e.id=""quiz-animations"",e.textContent=`
 @keyframes slideIn {
 from { transform: translateX(100%); opacity: 0; }
 to { transform: translateX(0); opacity: 1; }
 }
 @keyframes slideOut {
 from { transform: translateX(0); opacity: 1; }
 to { transform: translateX(100%); opacity: 0; }
 }
 `,document.head.appendChild(e)}",,,,,,,散列表；平均查找长度；数据结构>平均查找长度；数据结构>散列表,{}
real_exam,2010 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2010/,2010,数据结构,42,open,"设将
n
(
n
>
1
) 个整数存放到一维数组 R 中。试设计一个在时间和空间两方面都尽可能高效的算法。将 R 中保存的序列循环左移
p
(
0
<
p
<
N
) 个位置，即将 R 中的数据由
<
x
0
​
,
x
1
​
,
⋯
,
x
n
−
1
​
>
变换为
<
x
p
​
,
x
p
+
1
​
,
⋯
,
x
n
−
1
​
,
x
0
​
,
x
1
​
,
⋯
,
x
p
−
1
​
>
。要求：
(1) 给出算法的基本设计思想。
(2) 根据设计思想，采用 C 或 C++ 或 Java 语言描述，关键之处给出注释。
(3) 说明你所设计算法的时间复杂度和空间复杂度。
顺序表

1）算法的基本设计思想
可以将这个问题视为把数组
ab
转换成数组
ba
（
a
代表数组的前
p
个元素，
b
代表数组中余下的
n
−
p
个元素），先将
a
逆置得到
a
−
1
b
, 再将
b
逆置得到
a
−
1
b
−
1
，最后将整个
a
−
1
b
−
1
逆置得到
(
a
−
1
b
−
1
)
−
1
=
ba
。设 Reverse 函数执行将数组元素逆置的操作，对
abcdefgh
向左循环移动 3(p=3) 个位置的过程如下：
Reverse(0,p-1)
得到
cbadefgh
:
Reverse(p,n-l)
得到
cbahgfed
;
Reverse(0,n-l)
得到
defghabc
,
注：Reverse 中，两个参数分别表示数组中待转换元素的始末位置。
2）使用 C 语言描述算法如下：
void
reverse
(
int
a
[],
int
from
,
int
to
)
{
int
i
=
from
;
int
j
=
to
;
while
(
i
<
j
)
{
int
tmp
=
a
[
i
];
a
[
i
]
=
a
[
j
];
a
[
j
]
=
tmp
;
i
++
;
j
--
;
}
}
void
loopMove
(
int
a
[],
int
n
,
int
p
)
{
if
(
p
<
0
)
{
return
;
}
p
=
p
%
n
;
reverse
(
a
,
0
,
p
-
1
);
reverse
(
a
,
p
,
n
-
1
);
reverse
(
a
,
0
,
n
-
1
);
}
3）上述算法中 3 个 Reverse 函数的时间复杂度分别为
O
(
p
/2
)
、
O
((
n
−
p
)
/2
)
和
O
(
n
/2
)
，故所设计的算法的时间复杂度为
O
(
n
)
，空间复杂度为
O
(
1
)
。
【另解】借助辅助数组来实现。
算法思想：创建大小为
p
的辅助数组
S
，将
R
中前
p
个整数依次暂存在
S
中，同时将
R
中后
p
个整数左移，然后将
S
中暂存的
p
个数依次放回到
R
中的后续单元。
时间复杂度为
O
(
n
)
, 空间复杂度为
O
(
p
)
。",,,,,,,顺序表；数据结构>顺序表,{}
